순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
191,56190,에스에프에이,"39,150",-450,-1.1,"202,715","7,954,502,950","39,550","39,550","39,000","1,405,827,954,000",0.05,"35,908,760",,,
192,30190,NICE평가정보,"22,950",-650,-2.8,"274,356","6,343,582,800","23,650","23,650","22,850","1,393,405,119,000",0.05,"60,714,820",,,
193,69080,웹젠,"39,350",-450,-1.1,"581,915","23,039,612,000","40,150","41,200","38,650","1,389,483,285,400",0.05,"35,310,884",,,
194,240,한국테크놀로지그룹,"14,800",150,1,"189,528","2,796,973,800","14,700","14,900","14,600","1,376,698,560,400",0.05,"93,020,173",,,
195,3520,영진약품,"7,440",0,0,"1,342,755","10,006,655,260","7,430","7,540","7,380","1,360,721,918,640",0.05,"182,892,731",,,
196,138040,메리츠금융지주,"9,900",60,0.6,"172,451","1,700,071,600","9,900","9,910","9,800","1,326,711,810,600",0.05,"134,011,294",,,
197,86450,동국제약,"29,700",300,1,"272,826","8,103,278,950","29,850","30,100","29,500","1,320,462,000,000",0.05,"44,460,000",,,
198,35900,JYP Ent.,"37,050",50,0.1,"631,905","23,628,312,800","37,150","37,950","37,000","1,315,182,078,600",0.05,"35,497,492",,,
199,22100,포스코 ICT,"8,560",240,2.9,"4,612,924","39,327,266,220","8,340","8,640","8,340","1,301,417,280,240",0.05,"152,034,729",,,
200,298380,에이비엘바이오,"27,900",-550,-1.9,"438,758","12,370,746,950","28,700","28,950","27,850","1,290,269,677,500",0.05,"46,246,225",,,
201,84850,아이티엠반도체,"55,600",700,1.3,"95,063","5,256,987,400","55,000","55,800","54,800","1,284,793,735,600",0.05,"23,107,801",,,
202,51600,한전KPS,"28,350",-50,-0.2,"193,004","5,473,476,350","28,400","28,500","28,250","1,275,750,000,000",0.05,"45,000,000",,,
203,214320,이노션,"63,700","-1,300",-2,"100,251","6,409,484,200","65,100","65,800","63,500","1,274,000,000,000",0.05,"20,000,000",,,
204,31430,신세계인터내셔날,"176,500",500,0.3,"142,681","25,510,130,000","176,500","181,500","174,000","1,260,210,000,000",0.05,"7,140,000",,,
205,1740,SK네트웍스,"5,070",75,1.5,"1,375,734","6,981,391,930","5,010","5,160","4,995","1,258,311,370,290",0.05,"248,187,647",,,
206,139130,DGB금융지주,"7,390",40,0.5,"1,078,230","7,926,540,760","7,340","7,390","7,260","1,249,987,705,870",0.05,"169,145,833",,,
207,46890,서울반도체,"21,050",-150,-0.7,"813,091","17,104,395,700","21,250","21,300","20,850","1,227,328,670,000",0.05,"58,305,400",,,
208,144510,녹십자랩셀,"116,200",-800,-0.7,"522,349","61,460,141,900","118,400","121,500","114,000","1,226,381,074,800",0.05,"10,554,054",,,
209,25900,동화기업,"60,500","4,100",7.3,"444,611","26,591,013,000","57,000","61,400","56,700","1,222,002,111,000",0.05,"20,198,382",,,
210,67630,에이치엘비생명과학,"25,700",0,0,"779,448","19,985,716,350","25,600","26,500","25,150","1,209,710,642,100",0.05,"47,070,453",,,
211,178920,PI첨단소재,"40,700",450,1.1,"638,901","26,402,297,200","40,800","41,750","40,700","1,195,209,305,400",0.05,"29,366,322",,,
212,16380,KG동부제철,"11,850",100,0.8,"577,515","7,037,822,100","11,950","12,850","11,750","1,185,105,429,450",0.05,"100,008,897",,,
213,161890,한국콜마,"51,700",-200,-0.4,"331,278","17,268,944,800","52,300","52,800","51,600","1,182,957,006,000",0.05,"22,881,180",,,
214,6120,SK디스커버리,"62,100",-100,-0.2,"107,876","6,711,287,300","62,200","63,100","61,600","1,182,250,795,500",0.05,"19,037,855",,,
215,192080,더블유게임즈,"64,100","2,100",3.4,"252,726","16,210,915,400","63,100","64,900","62,900","1,177,805,578,200",0.05,"18,374,502",,,
216,120110,코오롱인더,"43,300",-300,-0.7,"268,808","11,687,740,850","43,850","44,250","43,050","1,168,183,772,000",0.05,"26,978,840",,,
217,218410,RFHIC,"48,650",950,2,"411,840","20,035,136,150","48,000","49,550","47,550","1,160,186,713,000",0.05,"23,847,620",,,
218,175330,JB금융지주,"5,880",140,2.4,"851,697","4,965,990,660","5,790","5,880","5,770","1,158,259,416,720",0.05,"196,982,894",,,
219,1440,대한전선,"1,345",-15,-1.1,"3,428,270","4,615,197,230","1,360","1,370","1,335","1,151,956,197,105",0.04,"856,473,009",,,
220,5300,롯데칠성,"128,000","7,000",5.8,"99,400","12,499,249,000","122,500","128,000","121,500","1,148,815,744,000",0.04,"8,975,123",,,
221,7570,일양약품,"60,100","1,200",2,"504,443","30,691,037,900","58,600","62,900","58,500","1,147,048,406,400",0.04,"19,085,664",,,
222,4490,세방전지,"81,900","2,300",2.9,"220,646","17,774,045,900","81,200","83,700","77,200","1,146,600,000,000",0.04,"14,000,000",,,
223,93370,후성,"12,100",50,0.4,"1,322,082","15,885,207,250","12,100","12,150","11,900","1,120,542,509,900",0.04,"92,606,819",,,
224,73240,금호타이어,"3,875",105,2.8,"834,459","3,184,235,315","3,720","3,875","3,720","1,113,133,612,125",0.04,"287,260,287",,,
225,88800,에이스테크,"27,150",150,0.6,"601,283","16,345,950,850","27,100","27,650","26,900","1,112,007,745,200",0.04,"40,957,928",,,
226,23590,다우기술,"24,200",350,1.5,"494,455","11,822,264,000","23,850","24,500","23,350","1,085,772,131,400",0.04,"44,866,617",,,
227,32350,롯데관광개발,"15,550",600,4,"1,374,225","21,364,786,100","14,950","16,000","14,800","1,077,236,544,100",0.04,"69,275,662",,,
228,66575,LG전자우,"62,500","2,600",4.3,"549,624","33,919,282,200","60,000","63,300","59,000","1,074,124,500,000",0.04,"17,185,992",,,
229,108320,실리콘웍스,"65,300",700,1.1,"129,127","8,318,105,100","64,600","65,400","63,500","1,062,058,790,000",0.04,"16,264,300",,,
230,3850,보령제약,"22,000",-950,-4.1,"1,935,873","43,348,946,400","23,000","23,250","21,900","1,047,640,000,000",0.04,"47,620,000",,,
231,1120,LG상사,"26,950",600,2.3,"330,402","8,841,681,550","26,500","26,950","26,200","1,044,582,000,000",0.04,"38,760,000",,,
232,84990,헬릭스미스,"30,400","1,000",3.4,"1,016,767","31,185,157,000","29,850","32,450","29,200","1,041,677,705,600",0.04,"34,265,714",,,
233,363280,티와이홀딩스,"27,550",-650,-2.3,"216,893","6,024,640,200","28,300","28,350","27,500","1,033,149,850,100",0.04,"37,500,902",,,
234,114090,GKL,"16,650",350,2.2,"1,323,878","22,271,769,800","16,350","17,400","16,250","1,029,896,905,500",0.04,"61,855,670",,,
235,79160,CJ CGV,"29,050",700,2.5,"1,118,457","32,288,157,700","28,200","29,550","27,850","1,019,655,000,000",0.04,"35,100,000",,,
236,82270,젬백스,"25,600",350,1.4,"434,235","10,836,450,600","25,250","25,600","24,650","1,013,690,982,400",0.04,"39,597,304",,,
237,33640,네패스,"43,900",-700,-1.6,"500,958","22,210,657,650","44,850","45,150","43,900","1,012,298,967,800",0.04,"23,059,202",,,
238,69260,휴켐스,"24,600",0,0,"194,713","4,780,993,100","24,650","24,800","24,400","1,005,613,264,800",0.04,"40,878,588",,,
239,192820,코스맥스,"100,000","3,900",4.1,"246,105","24,259,919,300","96,700","101,000","96,200","1,004,950,900,000",0.04,"10,049,509",,,
240,85660,차바이오텍,"19,100",-200,-1,"412,180","7,884,382,550","19,250","19,450","19,000","1,003,686,320,200",0.04,"52,549,022",,,
241,214150,클래시스,"15,500",100,0.6,"141,492","2,185,683,400","15,400","15,550","15,350","1,002,992,104,000",0.04,"64,709,168",,,
242,18670,SK가스,"108,500",-500,-0.5,"17,900","1,930,993,000","109,000","110,000","107,000","1,001,481,474,000",0.04,"9,230,244",,,
243,670,영풍,"543,000","1,000",0.2,"2,017","1,099,057,000","542,000","555,000","537,000","1,000,227,720,000",0.04,"1,842,040",,,
244,48530,인트론바이오,"30,300",0,0,"488,267","14,571,940,350","29,950","30,300","29,200","997,568,021,100",0.04,"32,923,037",,,
245,1680,대상,"28,650",200,0.7,"544,900","15,658,298,050","28,900","29,200","28,250","992,665,916,250",0.04,"34,648,025",,,
246,298020,효성티앤씨,"228,000","13,000",6,"152,660","35,360,639,500","229,500","242,000","226,500","986,711,496,000",0.04,"4,327,682",,,
247,36830,솔브레인홀딩스,"46,650","1,450",3.2,"278,241","12,946,992,400","45,300","47,200","45,300","977,973,212,400",0.04,"20,964,056",,,
248,57050,현대홈쇼핑,"81,100",100,0.1,"34,067","2,759,352,100","81,100","81,500","80,500","973,200,000,000",0.04,"12,000,000",,,
249,86900,메디톡스,"162,600","5,100",3.2,"151,500","24,486,869,600","157,100","166,200","156,600","971,933,207,400",0.04,"5,977,449",,,
250,5690,파미셀,"16,100",-150,-0.9,"755,217","12,114,073,200","16,100","16,200","15,900","965,339,095,000",0.04,"59,958,950",,,
251,6040,동원산업,"260,000","6,000",2.4,"11,313","2,893,856,000","254,000","262,000","245,000","956,186,660,000",0.04,"3,677,641",,,
252,14820,동원시스템즈,"37,200","-1,300",-3.4,"120,809","4,509,215,150","38,650","39,700","36,550","953,008,609,200",0.04,"25,618,511",,,
253,36540,SFA반도체,"5,780",130,2.3,"2,739,369","15,669,955,650","5,660","5,790","5,640","950,580,551,340",0.04,"164,460,303",,,
254,3240,태광산업,"849,000","8,000",1,"1,432","1,211,707,000","841,000","866,000","839,000","945,276,600,000",0.04,"1,113,400",,,
255,230360,에코마케팅,"28,950",450,1.6,"185,578","5,323,660,000","28,450","28,950","28,300","941,392,452,300",0.04,"32,517,874",,,
256,20560,아시아나항공,"4,210",0,0,0,0,0,0,0,"939,820,587,740",0.04,"223,235,294",,,
257,3690,코리안리,"7,760",20,0.3,"409,735","3,168,389,290","7,750","7,790","7,690","934,064,340,160",0.04,"120,369,116",,,
258,150,두산,"56,500","6,300",12.6,"812,918","44,409,410,500","50,400","57,200","50,000","933,596,677,500",0.04,"16,523,835",,,
259,28150,GS홈쇼핑,"141,900","1,300",0.9,"23,634","3,334,761,600","140,900","141,900","140,400","931,218,750,000",0.04,"6,562,500",,,
260,48410,현대바이오,"25,650",0,0,"7,225,285","185,835,641,450","24,500","27,450","24,000","921,242,245,050",0.04,"35,915,877",,,
261,42700,한미반도체,"17,700",-350,-1.9,"563,696","9,966,495,000","18,050","18,050","17,500","911,576,567,700",0.04,"51,501,501",,,
262,5850,에스엘,"18,900",-100,-0.5,"229,977","4,332,951,200","19,000","19,000","18,650","911,041,935,300",0.04,"48,203,277",,,
263,71840,롯데하이마트,"38,300","1,300",3.5,"338,718","12,963,050,750","38,450","38,900","37,600","904,175,369,600",0.04,"23,607,712",,,
264,330590,롯데리츠,"5,250",30,0.6,"572,849","2,992,166,040","5,250","5,250","5,200","902,836,641,000",0.04,"171,968,884",,,
265,33270,유나이티드제약,"55,500","1,100",2,"503,179","27,578,507,800","55,100","56,000","53,300","901,587,621,000",0.04,"16,244,822",,,
266,178320,서진시스템,"49,450",350,0.7,"237,359","11,708,448,400","49,500","49,850","49,000","895,077,933,700",0.03,"18,100,666",,,
267,39130,하나투어,"64,000","4,200",7,"1,185,699","76,356,191,200","59,800","69,000","59,600","892,107,840,000",0.03,"13,939,185",,,
268,1880,대림건설,"40,200",150,0.4,"153,704","6,142,194,200","40,400","40,950","39,150","886,542,016,800",0.03,"22,053,284",,,
269,5440,현대그린푸드,"9,070",40,0.4,"645,293","5,866,166,300","9,060","9,150","9,030","886,179,651,740",0.03,"97,704,482",,,
270,97520,엠씨넥스,"49,500",-800,-1.6,"704,902","35,069,537,750","49,900","50,700","49,150","884,242,359,000",0.03,"17,863,482",,,
271,210980,SK디앤디,"46,450",650,1.4,"91,942","4,258,136,300","46,150","46,650","45,850","882,093,117,800",0.03,"18,990,164",,,
272,314130,지놈앤컴퍼니,"66,100","-3,500",-5,"293,672","19,555,107,300","69,000","69,400","65,800","879,454,154,400",0.03,"13,304,904",,,
273,53030,바이넥스,"27,550","1,750",6.8,"7,885,499","218,368,297,450","25,800","28,850","25,600","874,741,372,400",0.03,"31,751,048",,,
274,53800,안랩,"87,100","-2,700",-3,"410,939","36,041,136,000","88,000","89,800","86,200","872,206,770,500",0.03,"10,013,855",,,
275,1230,동국제강,"9,130",70,0.8,"1,220,074","11,219,214,910","9,340","9,370","9,100","871,300,888,810",0.03,"95,432,737",,,
276,11000,진원생명과학,"19,400",-550,-2.8,"930,498","18,111,965,500","20,000","20,000","19,300","868,557,555,200",0.03,"44,771,008",,,
277,215600,신라젠,"12,100",0,0,0,0,0,0,0,"866,567,212,500",0.03,"71,617,125",,,
278,122870,와이지엔터테인먼트,"47,000",0,0,"413,373","19,382,624,950","47,300","47,800","46,250","865,484,743,000",0.03,"18,414,569",,,
279,101490,에스앤에스텍,"40,250",-450,-1.1,"439,046","17,749,206,150","40,400","40,950","40,150","863,420,741,750",0.03,"21,451,447",,,
280,241590,화승엔터프라이즈,"14,250",500,3.6,"445,990","6,290,806,550","13,800","14,350","13,700","862,647,547,500",0.03,"60,536,670",,,
281,284740,쿠쿠홈시스,"38,350",750,2,"70,749","2,714,741,050","37,750","38,700","37,700","860,471,605,500",0.03,"22,437,330",,,
282,103140,풍산,"30,200",150,0.5,"401,429","12,218,253,250","30,650","31,200","30,050","846,333,195,600",0.03,"28,024,278",,,
283,213420,덕산네오룩스,"35,150",500,1.4,"167,064","5,855,565,550","35,000","35,250","34,750","843,951,921,800",0.03,"24,010,012",,,
284,348950,제이알글로벌리츠,"5,060",-10,-0.2,"119,217","603,672,520","5,080","5,100","5,040","837,936,000,000",0.03,"165,600,000",,,
285,183490,엔지켐생명과학,"101,500","2,700",2.7,"261,749","26,159,460,800","98,000","105,000","96,000","837,090,800,000",0.03,"8,247,200",,,
286,5880,대한해운,"3,410",-50,-1.4,"5,626,151","19,440,729,175","3,435","3,555","3,395","832,964,416,900",0.03,"244,271,090",,,
287,84370,유진테크,"36,250",-300,-0.8,"920,037","34,341,495,650","37,650","39,000","36,050","830,706,522,500",0.03,"22,916,042",,,
288,89590,제주항공,"21,500","2,300",12,"2,414,891","50,237,324,300","19,400","22,350","19,350","827,741,722,500",0.03,"38,499,615",,,
289,214370,케어젠,"76,700",-600,-0.8,"32,691","2,517,259,300","76,700","79,400","76,100","823,988,100,000",0.03,"10,743,000",,,
290,1800,오리온홀딩스,"13,150",-50,-0.4,"175,372","2,305,622,850","13,200","13,200","13,100","823,787,299,300",0.03,"62,645,422",,,
291,271980,제일약품,"56,000",-100,-0.2,"110,101","6,192,253,000","55,600","57,400","55,000","823,472,832,000",0.03,"14,704,872",,,
292,3380,하림지주,"8,850",160,1.8,"328,948","2,870,366,170","8,710","8,850","8,640","817,225,107,000",0.03,"92,341,820",,,
293,41960,코미팜,"12,700",250,2,"243,390","3,056,356,900","12,500","12,750","12,350","815,160,625,200",0.03,"64,185,876",,,
294,64960,S&T모티브,"55,500","1,600",3,"147,782","8,122,994,100","54,200","55,800","53,200","811,584,048,000",0.03,"14,623,136",,,
295,1820,삼화콘덴서,"78,000","1,300",1.7,"319,071","24,932,097,700","79,000","79,000","77,300","810,810,000,000",0.03,"10,395,000",,,
296,206650,유바이오로직스,"23,100",-150,-0.6,"528,239","12,161,809,300","23,300","23,450","22,650","805,392,865,200",0.03,"34,865,492",,,
297,131970,테스나,"54,500",0,0,"163,215","8,877,347,300","54,500","55,200","54,000","804,396,946,500",0.03,"14,759,577",,,
298,294090,이오플로우,"71,400","1,500",2.2,"502,677","36,241,739,700","69,200","74,200","68,600","803,707,816,800",0.03,"11,256,412",,,
299,20000,한섬,"32,600",100,0.3,"185,756","6,090,032,050","32,800","33,450","32,250","802,938,000,000",0.03,"24,630,000",,,
300,222080,씨아이에스,"13,900","1,600",13,"21,030,992","285,113,713,750","12,550","14,400","12,400","799,134,296,400",0.03,"57,491,676",,,
301,348150,고바이오랩,"51,400","3,100",6.4,"1,389,503","70,359,800,250","49,050","52,300","48,550","797,651,208,400",0.03,"15,518,506",,,
302,89980,상아프론테크,"50,700","1,450",2.9,"324,149","16,238,851,050","49,400","50,800","48,900","797,245,585,500",0.03,"15,724,765",,,
303,272450,진에어,"17,700","1,200",7.3,"999,292","17,309,871,300","16,650","17,850","16,400","796,500,000,000",0.03,"45,000,000",,,
304,90460,비에이치,"23,600",850,3.7,"4,660,320","109,738,347,650","23,100","24,200","22,750","789,955,436,800",0.03,"33,472,688",,,
305,58820,CMG제약,"5,640",-100,-1.7,"1,849,653","10,441,668,060","5,700","5,750","5,580","783,352,256,160",0.03,"138,892,244",,,
306,67160,아프리카TV,"67,800",-100,-0.2,"139,864","9,498,618,900","67,700","69,000","67,000","779,345,202,600",0.03,"11,494,767",,,
307,640,동아쏘시오홀딩스,"126,500","-2,000",-1.6,"39,311","4,978,115,500","128,500","128,500","126,000","778,651,142,500",0.03,"6,155,345",,,
308,263050,유틸렉스,"51,600",-300,-0.6,"521,612","27,464,755,108","51,600","55,300","51,000","777,016,897,200",0.03,"15,058,467",,,
309,78600,대주전자재료,"50,700","1,200",2.4,"366,191","18,339,434,300","49,400","50,700","49,200","770,728,471,500",0.03,"15,201,745",,,
310,3230,삼양식품,"102,000","2,000",2,"81,072","8,184,255,000","100,000","102,000","100,000","768,367,530,000",0.03,"7,533,015",,,
311,115450,지트리비앤티,"28,450",50,0.2,"309,993","8,842,497,650","28,400","29,000","28,100","766,737,173,000",0.03,"26,950,340",,,
312,92190,서울바이오시스,"20,000",0,0,"396,118","7,897,426,200","20,200","20,350","19,650","764,473,060,000",0.03,"38,223,653",,,
313,222800,심텍,"23,750",-300,-1.2,"282,200","6,710,584,900","24,050","24,100","23,600","756,535,896,250",0.03,"31,854,143",,,
314,298050,효성첨단소재,"168,500","1,500",0.9,"107,373","18,000,467,000","170,500","171,500","165,000","754,871,238,000",0.03,"4,479,948",,,
315,100090,삼강엠앤티,"21,500",-350,-1.6,"594,973","12,838,795,450","21,800","22,000","21,250","754,492,491,000",0.03,"35,092,674",,,
316,192650,드림텍,"11,450",-50,-0.4,"330,107","3,811,227,200","11,550","11,700","11,450","754,131,178,250",0.03,"65,862,985",,,
317,6405,삼성SDI우,"466,000","-3,500",-0.8,"28,911","13,521,733,000","466,000","474,500","460,000","753,939,536,000",0.03,"1,617,896",,,
318,83790,크리스탈지노믹스,"16,250",350,2.2,"749,829","11,946,879,750","15,950","16,250","15,600","750,152,227,500",0.03,"46,163,214",,,
319,365550,ESR켄달스퀘어리츠,"5,210",-20,-0.4,"606,970","3,170,191,180","5,240","5,280","5,170","746,379,390,000",0.03,"143,259,000",,,
320,353200,대덕전자,"15,100",-500,-3.2,"10,716,852","168,494,319,350","15,600","16,500","14,900","746,195,567,500",0.03,"49,416,925",,,
321,300720,한일시멘트,"107,500","-1,000",-0.9,"4,589","497,511,500","109,000","109,500","107,500","744,561,555,000",0.03,"6,926,154",,,
322,81000,일진다이아,"52,300",700,1.4,"187,087","9,662,016,800","51,400","52,500","50,600","742,815,592,500",0.03,"14,202,975",,,
323,170900,동아에스티,"87,800","1,800",2.1,"46,880","4,061,314,400","86,300","88,200","85,600","741,371,610,400",0.03,"8,443,868",,,
324,48260,오스템임플란트,"51,400","1,450",2.9,"159,460","8,126,497,700","50,300","51,700","50,000","734,285,853,800",0.03,"14,285,717",,,
325,199800,툴젠,"109,100",-200,-0.2,"8,537","926,925,700","109,300","110,500","106,000","733,432,932,500",0.03,"6,722,575",,,
